"","year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
"232",2006,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"233",2006,53," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"234",2007,48," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
"235",2004,23," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",61.1875264339915
"236",2009,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
"237",2004,43," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",256.400649562425
"238",2006,55," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",81.2832532842527
"239",2007,59," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",81.2832532842527
"240",2007,60," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",55.7673905084923
"241",2009,49," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",75.3556793180091
"242",2006,45," Male"," Married"," Asian"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.982177377461
"243",2006,31," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",43.7351116779821
"244",2004,34," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",114.475713290347
"245",2005,26," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"246",2007,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
"247",2004,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",68.5721657022738
"248",2009,41," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
"249",2006,36," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",97.4932940453934
"250",2007,38," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",62.3983547205685
"251",2003,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",97.4932940453934
"252",2006,47," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
"253",2005,47," Male"," Separated"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",61.1875264339915
"254",2007,35," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",118.884359339886
"255",2008,49," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",65.1108537153447
"256",2004,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
"257",2004,32," Male"," Widowed"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",104.921506533664
"258",2008,57," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
"259",2008,56," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",141.77517233318
"260",2009,73," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",90.4819133566401
"261",2007,29," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",73.7757432746946
"262",2003,49," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
"263",2009,30," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"264",2008,29," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",91.6992261117042
"265",2004,36," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",95.2307125669819
"266",2009,39," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",156.503510882633
"267",2007,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
"268",2006,45," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
"269",2004,50," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",54.5981500331442
"270",2003,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",32.3664131748549
"271",2007,58," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",118.884359339886
"272",2007,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"273",2003,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"274",2005,45," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
"275",2007,41," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",110.782650276254
"276",2008,27," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",93.5572673479306
"277",2004,44," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
"278",2003,32," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
"279",2006,46," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
"280",2005,52," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",52.1561711699147
"281",2003,22," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",43.7351116779821
"282",2004,53," Male"," Widowed"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",117.146816914805
"283",2008,34," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
"284",2009,38," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
"285",2009,42," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",101.82435207568
"286",2005,25," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
"287",2004,29," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",86.6951548289402
"288",2005,28," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
"289",2005,46," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",66.9616443217359
"290",2007,55," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
"291",2004,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",105.767639622758
"292",2005,41," Male"," Divorced"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",118.884359339886
"293",2009,61," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",176.989650489877
"294",2003,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",65.1108537153447
"295",2006,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",85.3839403789827
"296",2004,27," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",72.1504556815713
"297",2007,33," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",89.2428846644714
"298",2003,58," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",65.1108537153447
"299",2005,27," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",145.805163374625
"300",2009,52," Male"," Separated"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
"301",2003,45," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",41.0998036301194
"302",2003,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",68.3956538035455
"303",2005,25," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",81.2832532842527
"304",2004,25," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
"305",2005,41," Male"," Married"," Black"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.982177377461
"306",2006,54," Male"," Separated"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
"307",2007,23," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.226746312023
"308",2006,36," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",63.1888610037461
"309",2004,31," Male"," Separated"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",94.0727147457005
"310",2006,52," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",92.6581301668597
"311",2007,46," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",76.8936025176112
"312",2007,45," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
"313",2009,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",79.8549003093467
"314",2004,33," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",86.6951548289402
"315",2007,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",133.971500070695
"316",2007,41," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",125.525498433836
"317",2007,25," Male"," Never Married"," Other"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",92.8958447894966
"318",2005,24," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",72.1504556815713
"319",2006,24," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",118.884359339886
"320",2008,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",70.4760196469445
"321",2004,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",127.115743812184
"322",2009,42," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"323",2005,30," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
"324",2009,55," Male"," Married"," Asian"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",54.5981500331442
"325",2008,23," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",84.0459576539924
"326",2003,60," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",85.3839403789827
"327",2003,40," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
"328",2008,41," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",110.782650276254
"329",2003,80," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",79.8549003093467
"330",2005,53," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",97.4932940453934
"331",2004,40," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",171.765132627508
"332",2009,35," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",137.481247831663
"333",2009,55," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",75.3556793180091
"334",2008,24," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",73.7757432746946
"335",2007,39," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
"336",2003,30," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",95.2307125669819
"337",2005,68," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
"338",2004,54," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",109.833985642199
"339",2008,27," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
"340",2005,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"341",2004,53," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",127.115743812184
"342",2004,48," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",85.3839403789827
"343",2005,59," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
"344",2004,30," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",118.884359339886
"345",2007,45," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",163.515863976238
"346",2007,39," Male"," Married"," Other"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",104.921506533664
"347",2008,45," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",99.6894636984864
"348",2007,43," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",281.745970551857
"349",2003,30," Male"," Never Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",138.299126920883
"350",2005,57," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
